gene	cc01-20covid1	cc01-20covid2	cc03-19covid	cc03-20covid1	cc03-20covid2	cc01-20mock1	cc01-20mock2	cc03-19mock1	cc03-20mock1	cc03-20mock2
AL365436.2	0.62	0.52	0.74	1.22	0.44	0.17	0.52	0.16	0.74	0.49
AC092810.3	0	0	0	0	0	0	0	0	0	0
LINC00945	0	0	0	0	0	0	0	0	0	0
RPL36P19	0	0	0	0	0	0	0	0	0	0
DPYD-IT1	0	0.1	0.2	0.12	0	0	0.12	0	0	0
IGHD4-11	0	0	0	0	0	0	0	0	0	0
AC253536.3	0	0	0	0	0	0.39	0	0.08	0.17	0.09
AC027644.1	0	0	0	0	0.18	0	0	0	0	0
LINC01809	0	0	0	0	0	0	0	0	0	0
SRD5A1P1	0.05	0.05	0	0.06	0	0	0	0	0	0
MTCO1P14	0	0.02	0	0	0	0	0	0	0	0
CLK2P1	0.03	0.03	0.09	0.07	0	0	0	0	0	0
RSU1P2	0	0	0	0	0	0	0	0.36	0.03	0
AC104088.1	0	0	0	0.12	0	0	0.23	0	0.19	0
AC092570.2	0	0	0	0	0	0	0	0	0	0
AL590609.2	0	0	0	0	0	0	0	0	0	0
KCND3-IT1	0	0	0	0	0	0	0	0	0	0
LINC01549	0	0.02	0.06	0	0	0.02	0.27	0	0.29	0
TPMTP3	0	0	0	0	0	0	0	0	0	0
CRB3P1	0	0	0	0	0	0	0	0	0	0
MRTFA-AS1	0.07	0	0.11	0.06	0	0.26	0.04	0	0.02	0.07
RPL23AP35	0	0	0	0	0	0.26	0	0.09	0	0
RPL3P4	7.79	11.82	3.77	7.6	5.9	12.57	10.82	9.71	15.47	22.74
AL645638.1	0	0	0	0	0	0	0	0	0	0
AC093311.1	0	0.03	0	0.02	0.1	0	0	0	0	0.05
MTCO1P27	0	0	0	0	0	0	0	0	0	0
AC079742.1	0	0	0	0	0	0	0	0	0	0
AC234771.3	0	0	0	0	0	0	0	0	0	0
GPR143P	0	0	0	0	0	0	0	0	0	0
OFD1P12Y	0	0	0	0	0	0	0	0	0	0
KIAA1614-AS1	0.25	0.4	0.64	1	0.95	0.6	0.24	0.23	0.4	0.46
EEF1A1P3	0.08	0.15	0.66	0	0	0.49	0.6	0	0.13	0.44
AL451127.1	0	0	0	0	0	0	0	0	0	0
LINC02642	0	0	0	0	0	0	0	0	0	0
KANTR	1.37	2.29	1.99	0.85	0.95	5.34	5.15	1.03	3.03	3.36
AC103563.4	0	0	0	0	0	0	0	0	0	0
CST2P1	0	0	0	0	0	0	0	0	0	0
LINC01646	0	0	0	0	0	0	0	0	0	0
AC013727.1	0	0	0	0	0	0	0	0	0	0
AL122034.1	0	0	0	0	0	0	0	0	0	0
AL008707.1	0	0	0	0	0	0	0	0	0	0
TONSL-AS1	0.29	0.85	0.47	0.33	1.59	0.11	0.44	0.72	0	0.13
AC069218.2	0	0	0	0	0	0	0	0	0	0
AC245291.3	0	0	0	0	0	0	0	0	0	0
AC010967.2	0	0	0	0	0	0	0	0.42	0	0
HMGN2P11	0	0.1	0	0	0	0	0	0	0	0.13
LINC01412	0	0	0	0	0	0	0	0	0	0
TIMM9P2	0	0	0	0	0.21	0	0	0	0.22	0
CCT6P4	0	0	0	0	0	0	0	0	0	0
AL683813.2	0.09	0.09	0.1	0.03	0.05	0.91	0.95	0.07	0.57	0.22
RPL31P35	0	0	0	0	0	0	0	0	0	0
LINC02576	0.07	0.04	0	0	0	0	0.04	0	0	0
USP9YP9	0	0	0	0	0	0	0	0	0	0
AC026412.2	0.11	0.05	0	0.08	0.19	0	0.35	0.05	0	0.07
AC017019.1	0	0	0	0	0	0	0	0	0	0
AL355304.1	0.13	0	0.64	0.08	0.19	0.14	0.2	0.55	0.09	0.38
TSPY17P	0	0	0	0	0	0	0	0	0	0
C4BPAP2	0	0	0	0	0	0	0	0	0	0
AC114482.1	0	0	0	0	0	0	0	0	0	0
MRAP-AS1	0	0	0	0.16	0.24	0.15	0.15	0	0.33	0.17
LINC01517	0.03	0.03	0.03	0	0.07	0.03	0.03	0.26	0	0.16
RPL23AP31	0	0	0.17	0	0	0	0	0	0	0
AC099336.1	0.03	0.06	0.59	0.1	0.11	2.05	2.87	0.23	0.08	1.14
AC021876.1	0	0	0	0	0	0	0	0	0	0
AC092809.3	0	0	0	0	0	0.1	0.04	0	0	0
HLA-DQB2	5.41	4.74	6.34	0.58	0.66	9.89	8.38	9.11	0.62	0.43
PRPS1P2	0.52	0.35	1.12	0.37	0.33	0.39	0.41	0.55	0.15	0.1
MTND2P23	0	0	0	0	0	0	0	0	0	0
AC079465.1	0	0	0.01	0.49	0.35	0	0.1	0	0.03	0
NEFLP1	0	0	0	0	0	0	0	0	0	0
AL360267.1	0	0	0	0	0	0	0	0	0	0
AL390294.1	0	0	0	0	0	0	0	0	0	0
AL354892.2	1	0.31	1.4	0.24	0.37	1.54	1.61	0	2.36	1.96
AC008073.2	0	0	0	0	0	0	0.05	0	0	0.06
LINC00385	0	0	0	0	0	0	0	0	0	0
AC005297.2	0	0	0	0	0	0	0	0	0	0
LINC01431	0.08	0.15	0.51	0.21	0.11	0.17	0.97	0.17	0.81	1.28
AL731563.2	0	0	0	0	0	0	0	0	0	0
POLR3KP1	0	0	0	0	0	0	0	0	0	0
AC107214.1	0.91	1.51	1.14	1.26	1.2	1.99	1.62	1.6	2.35	2.33
LINC01780	0	0	0	0	0	0	0	0	0.04	0.28
GOLGA8N	0.09	0.14	0.39	0.15	0.01	0.94	0.63	0.06	0.37	0.19
FAM136BP	0	0	0.1	0	0	0	0	0.54	0	0
LINC01656	0	0	0	0	0	0	0	0	0	0
IDI2-AS1	0.5	0.87	1.25	0.44	1.09	2.92	1.42	1.15	0.98	0.61
AC092638.1	0	0	0	0	0	0	0	0	0	0
CFTR-AS1	0	0	0	0	0	0	0	0	0	0
LDHBP1	0.03	0	0	0.04	0	0	0	0	0	0.08
AL139415.2	0	0	0	0	0	0	0	0	0	0
LARP1BP3	0	0	0	0	0	0	0	0	0	0
PHBP10	0	0	0	0	0	0	0	0	0	0
AC004862.1	0	0	0	0	0	0.07	0.08	0	0	0.09
AC010967.3	0	0	0	0	0	0	0	0	0	0
ZNF687-AS1	0.6	0.67	0.43	0.22	0.52	0.48	1.71	0.44	0.36	0.57
ACTG1P21	0	0	0	0	0	0.04	0	0	0	0
AL121830.1	0	0	0	0	0	0	0.02	0	0	0
ADH5P2	0.03	0	0.03	0	0	0	0.04	0	0	0
LINC00665	6.47	6.99	11.29	26.57	25.46	10.89	9.76	24.1	34.63	35.15
SPTLC1P4	0.19	0	0	0.22	0.6	0	0	0	0	0
LINC01705	0.51	0	0.55	0.32	0.08	0.26	0.32	0.73	0.17	0.09
AC002511.1	0.04	0	0.83	0	0.04	0.04	0.55	0.12	0.05	0.1
AL592430.2	0.09	0.04	0.2	0.05	0.09	0.05	0.1	0.15	0.39	0.06
ATP11A-AS1	0.31	0.3	0.17	0.02	0	1.06	1.13	0.19	0.1	0.06
LINC00442	0	0	0	0	0	0	0	0	0	0
RPL12P9	0	0	0	0	0	0.45	0	0	0	0
LINC01628	0	0	0	0	0	0	0	0	0	0
HSPE1P9	0	0	0	0	0	0	0	0	0	0
AP001596.1	0.13	0.13	0	0.12	0	0	0	0.14	0.08	0.09
AC012370.1	0.15	0	0	0	0	0.33	0	0	0	0
ELOCP17	0	0	0	0	0	0	0	0	0	0
AC017006.2	0	0	0.51	0	0	0.19	0	0	0	0
BDH2P1	0.15	0.36	0.21	0.08	0	0.48	0	0.08	0	0
RPL21P108	0	0	0	0	0	0	0	0	0	0
AL158050.1	0.36	0.17	0.52	0.25	0	0	0.2	0.21	0	0
NUTM2HP	0	0	0	0	0	0	0.02	0	0	0
AP1B1P2	0	0	0	0	0	0	0	0	0	0
MARK2P9	0.15	0.1	0.06	0.02	0.05	0	0	0	0.05	0
AC254562.2	0.18	0.06	0.35	0	0	0.59	0.17	0.2	0.1	0.38
KIZ-AS1	0.01	0.01	0	0.03	0	0.07	0	0	0.01	0
AC010733.1	1.1	1.21	1.19	0.88	0.89	2.12	0.94	0.53	1.35	0.3
MTND3P8	0	0	0	0	0	0	0	0	0	0
LINC01022	0	0	0	0	0	0	0	0	0	0
AC016831.3	0	0	0	0	0	0	0	0	0	0
TRIM51JP	0	0	0	0	0	0	0	0	0	0
GAPDHP48	0	0	0	0	0	0	0	0	0	0
AC007272.1	0	0	0	0	0	0.22	0.26	0.03	0.11	0.04
AC239800.2	0.17	0.03	0.01	0.12	0.09	0	0.18	0	0	0
MROH4P	0	0	0	0	0	0	0	0	0	0.06
AC013399.1	0	0	0	0	0	0	0	0	0	0
TRIM80P	0.04	0.01	0.04	0	0	0.03	0.14	0	0.02	0
U52111.1	0.21	0.2	0.79	0.23	0.71	0.54	0.93	0.39	0.3	0.05
YWHAEP1	0.45	0.38	0.19	0.09	0.25	0	0.06	0.27	0.34	0.28
PHB2P1	0	0	0	0	0	0	0	0	0	0
AC211433.1	0.24	0.78	0.55	0.21	0.47	1.04	1.57	0.18	0.7	1.6
FAM8A4P	0	0	0	0	0	0	0	0	0	0
AC097717.1	0.39	0.28	0	0	0	0.53	0	0	0.19	0.44
ATP5MC1P7	0	0	0	2.51	2.23	0	0	0	1.68	2.17
ATG4AP1	0	0	0	0	0	0	0	0	0	0
AC007551.1	0.16	0	0	0	0	0.08	0.09	0	0	0
AL353612.1	0	0	0	0	0	0	0	0	0	0
AL607028.1	0	0.14	0	0.05	0	0	0	0.2	0.06	0.06
LINC01826	0	0	0	0	0	0	0	0	0	0
RHOQP2	0.3	0	0	0	0	0	0	0	0	0
ELF2P3	0	0	0	0	0	0.03	0	0	0	0
USP9YP16	0	0	0	0	0	0	0	0	0	0
LINC02022	0	0	0	0	0	0	0	0	0	0
IGKV1D-35	0	0	0	0	0	0	0	0	0	0
AC135050.1	0.96	0.89	0.9	1.06	0.69	0.14	0.4	1.22	0.51	0.29
AL162726.4	0	0	0	0	0	0	0	0.06	0	0
AL139132.1	0	0	0.12	0	0	0.14	0	0	0.31	0
AL645568.3	0	0	0	0	0	0	0	0	0	0
MTCO3P21	0	0	0	0.07	0	0	0	0	0	0
AL035658.1	0	0	0	0	0	0	0.14	0	0.3	0
AC004990.1	1.29	2.2	3.99	4.07	4.53	2.32	3.88	1.01	11.78	15.17
ETF1P1	0.04	0	0.07	0	0	0.16	0.04	0.24	0	0.24
AC002480.1	0.13	0	0.06	0.35	0.27	0.84	0.52	0.25	0.07	0.36
AC103564.2	0	0	0	0	0	0	0	0	0	0
AL355483.2	0	0	0	0	0	0	0	0	0	0.13
TRIM60P8Y	0	0	0	0	0	0	0	0	0	0
AL158819.1	0	0	0	0	0	0	0	0	0	0
AC098614.2	0	0	0	0	0	0	0	0	0	0
AC016825.1	0	0	0	0	0	0	0.08	0	0	0
AL356320.1	0	0	0	0	0	0	0	0	0	0
PPP1R26P5	0	0	0	0	0	0	0	0	0	0
MTND4P22	0	0	0	0	0	0	0	0	0	0
DEFB130D	0	0	0	0	0	0	0	0	0	0
AL355916.1	0.14	0.07	0.2	0.31	0.16	0.07	0.03	0.29	0.59	0.37
BMS1P22	0	0	0.04	0.13	0	0	0	0.07	0	0
MRPL51P2	0	0	0	0	0	0	0	0	0	0
RPL23AP50	0	0.09	0	0	0	0.2	0	0	0	0.35
GAPDHP74	0	0	0	0	0	0	0	0	0	0
FRG2FP	0	0	0	0	0	0	0	0	0	0
TIMM9P3	0	0	0	0	0	0	0	0	0	0
OR7L1P	0	0	0	0	0	0	0	0	0	0
ITGA6-AS1	0.4	0	2.14	0.09	0	2.34	1.17	0.84	0.1	1.07
AC053503.2	0	0	0	0	0	0	0	0	0	0
LINC01162	0	0	0	0	0	0	0	0	0	0
OR11I1P	0	0	0	0	0	0	0	0	0	0
FTH1P25	0	0	0	0	0	0	0	0	0	0
DNAJC19P8	0	0	0	0	0	0	0	0	0	0
HNRNPDP1	0.05	0	0	0	0	0.06	0	0	0	0.13
SCAND3P1	0	0	0	0	0	0	0	0	0	0
FAM207CP	0	0	0	0	0	0	0	0	0	0
CR769767.1	0	0	0	0	0	0	0	0	0	0
CRYGFP	0	0	0	0	0	0	0	0	0	0
SLC7A15P	0	0	0	0	0	0	0	0	0	0
SDCBPP3	0.09	0.09	0.13	0.15	0	0	0.1	0.23	0	0
SLCO4A1-AS1	0.31	0.03	1.77	0	0.07	0.57	0.18	0.16	0	0
NIP7P1	0	0	0	0	0	0	0	0	0	0
AP001610.3	0.4	0	0.77	0	0.23	0	0.11	0.73	0.12	0
AL137186.2	0.12	0.25	0.81	0.33	0.09	0.47	1.69	0.4	0.13	0.43
TTTY20	0	0	0	0	0	0	0	0	0	0
VDAC1P10	0	0	0	0	0	0	0	0	0	0
TNF	1.34	1.62	2.74	7.12	6.33	0.12	0.05	5.26	0.31	0.66
AL360270.1	0.02	0.04	0.32	0	0.08	0.23	0.05	0.04	0.02	0.03
LINC01717	0	0	0	0	0	0	0	0	0	0
AC245047.4	0	0	0	0	0	0	0	0	0	0
COL4A2-AS1	0	0	0	0	0	0	0	0	0	0
DUX4L50	2.01	1.93	12.43	4.13	3.32	9.83	15.69	4.56	12.08	18.99
AC073188.4	0	0	0	0	0	0	0	0	0	0
RPS2P32	1.44	1.47	1.3	1.06	1.28	1.1	0.91	0.13	1.34	0.92
AC003986.2	0.04	0	0.06	0	0.02	0.34	0.7	0.42	0.03	0.35
TXNP1	0	0	0	0	0	0	0	0	0.14	0
PRR13P1	0	0	0	0	0	0	0	0	0	0
AL445433.2	0	0	0	0	0	0	0	0	0	0
LINC01189	0	0	0	0.01	0	0	0	0	0.01	0.03
AC231533.1	0	0	0	0	0	0.14	0	0	0.34	0
GSTO3P	0	0	0	0	0	0	0	0	0	0
AC110994.2	0	0	0	0	0	0	0.71	0	0	0
LMLN-AS1	0	0	0	0	0	0	0	0	0	0
AC112492.4	0	0	0	0	0	0	0	0	0	0
AC107057.1	0	0	0	0	0	0	0	0	0	0
LINC01700	0	0	0	0	0	0	0	0	0	0
PET117	22.48	21.52	16.17	15.48	14.61	14.35	13.68	14.94	12.63	11.11
BRWD1P3	0	0	0	0	0	0	0.12	0	0	0
AL137845.2	0.01	0	0.08	0.05	0.05	0.05	0	0.04	0.1	0.05
SNX18P2	0	0	0.05	0	0	0	0.05	0.05	0	0
TRAPPC2P9	0	0	0	0	0	0	0	0	0	0
SLC25A6P3	0	0	0	0	0	0	0	0	0	0
AL034417.2	0	0.09	0	0	0	0.05	0	0	0	0
LINC00363	0	0	0	0	0	0	0	0	0	0
AL590708.1	0.16	0.08	2.99	0.14	0.1	1.11	0.84	0.07	1.17	0.79
ATP5MFP3	0	0	0	0	0	0	0	0	0	0
CICP4	0	0	0.02	0	0	0	0	0	0	0
LUZP4P1	0	0	0	0	0	0	0	0	0	0
AF165147.1	0.03	0.16	0.33	0.17	0.1	1.14	0.57	0.63	0.42	0.15
KATNBL1P2	0	0	0	0	0	0	0.05	0	0	0
RPL34P27	0.38	0.24	0.61	0.29	0.15	0.31	0.86	0.27	0.77	1.13
LYRM9	4.9	5.16	6.34	1.92	2.63	17.51	17.51	3.95	16.39	16.57
SMG7-AS1	0.37	0.27	0.32	0.11	0	0.32	0.31	0.25	0.31	0.39
AL138787.1	0.17	0.1	0	0.1	0	0	0.14	0	1.07	0.54
NUCKS1P1	0	0	0	0.83	0.52	0	0	0	0.2	0.56
AL355433.1	0	0	0	0	0	0	0	0	0	0.39
TRBV29-1	0	0	0	0	0	0	0	0	0	0
SEC1P	0.01	0	0.14	0	0	0.19	0.11	0.02	0.21	0.23
CTAGE3P	0	0	0.07	0.05	0	0	0	0.02	0	0
RPL23AP93	0	0	0	0	0	0	0	0	0	0
AC080129.2	0	0	0.19	0.11	0	0	0.33	0.1	0	0.12
HMGN2P35	0	0	0	0	0	0	0	0	0	0
AL353596.1	0	0.05	0.05	0.06	0	0.26	0	0	0.12	0.12
DPYD-AS1	1.14	2.25	0.37	0	0	1.53	0.59	0.06	0.33	0
AL591806.2	0	0	0	0	0	0.76	0.4	0	0.85	0
NDUFB4P10	0.24	0	0	0	0	0	0	0	0	0
RPS10P21	0	0	0	0	0	0	0	0	0	0
PHKA1P1	0.35	0	0.15	0.22	0	0	0.29	0	0.25	0
AL451081.2	0	0	0	0	0	0	0	0	0	0.05
AF127936.1	0.14	0.15	0.1	0	0	0	0.03	0.02	0	0
GPC5-AS2	0	0	0	0	0	0	0	0	0	0
AF212831.1	0	0	0	0	0	0	0	0.12	0	0
AC006466.1	0	0	0	0	0	0	0	0	0	0
RPS11P5	0.45	0.99	0.8	0.23	0.57	0.2	0.1	0	0.48	0.25
AC087499.3	0	0	0	0	0.39	0.36	0	0	0	0
AL450344.3	0	0	0.22	0	0	0	0	0	0	0
AL499616.1	0	0	0	0	0	0.04	0	0	0.07	0
IQCA1-AS1	0	0.16	0	0	0	0.09	0	0	0	0
MRPS31P2	0	0	0	0	0	0	0	0	0	0
AL121999.1	0	0	0	0	0	0	0	0	0	0
AL592463.1	0	0	0	0	0	0	0.21	0	0	0.16
AL117329.2	0	0	0	0	0	0	0	0	0	0
CDY9P	0	0	0	0	0	0	0	0	0	0
AL050403.1	0	0	0	0	0	0	0	0	0	0
CYCSP10	0	0	0.3	0	0.37	0.17	0.36	0	0.77	0.6
LINC01166	0	0.03	0.22	0	0	0	0.05	0	0	0
AL162393.1	0.04	0	0.04	0	0	0	0	0	0	0
AC092685.1	0	0	0	0	0	0	0	0	0	0
DLGAP4-AS1	0.3	0.3	0.13	0	0	0.35	1.18	0	0	0.18
HSD17B7P1	0.18	0.14	0.04	0	0	0.04	0.17	0.27	0	0
AL157823.2	0	0	0	0	0	0.32	0	0	0	0.15
RAB9AP1	0	0	0	0	0	0	0	0	0	0
RERE-AS1	0.14	0.08	0.18	0	0	0.34	0.45	0	0	0
PLCE1-AS2	0	0	0.09	0	0	0	0	0	0	0.08
TRAPPC2P4	0	0	0	0	0	0	0	0	0	0
AC097721.1	0	0	0	0	0	0	0.03	0	0	0
HMGN2P27	0	0.17	0	0	0	0	0	0	0	0
HSPE1P6	0	0	0	0	0.19	0	0	0	0.19	0
AC118469.1	0	0	0	0	0	0	0	0	0	0
LINC01400	0	0	0	0	0	0	0	0	0	0
MTND6P24	0	0	0	0	0	0	0	0	0	0
ELOCP4	0	0	0	0	0	0	0	0	0	0
MRPS16P2	0	0	0	0	0	0	0	0	0	0
AC000078.1	0	0.05	0.22	0.06	0	0.06	0	0	0.21	0.07
USP12PY	0	0	0.11	0.1	0.04	0.04	0.13	0.04	0	0.05
DDX3P1	0	0.12	0.23	0	0	0.58	0.12	0	0.02	0.16
AC083864.2	0	0	0	0	0	0	0	0	0	0
LINC00342	2.64	5.27	24.8	3.23	2.27	5.97	5.83	0.96	5.54	7.37
AL157786.1	0.4	0.22	0.44	0.31	0	1.04	1.92	0.47	0.26	0.31
AL359094.2	0	0.1	0.1	0.06	0	0.11	0	0	0	0
AL157400.2	0	0	0	0.04	0	0.18	0	0	0	0
AL589765.2	0.06	0.15	0	0	0	0.28	0	0	0	0.18
RPL23AP87	0.23	0.27	0.2	7.93	6.75	0.12	0.36	0.07	6.91	5.04
AL158829.1	0	0.08	0	0	0	0	0	0.09	0	0
HCG25	3.26	3.03	1.11	0.32	0.42	4.19	8.07	2.07	1.24	1.22
AL050321.1	0	0	0	0	0	0	0	0	0	0
AC092423.1	0	0	0	0	0	0	0	0	0	0
AL354707.2	0	0	0	0	0	0	0	0	0	0
LINC02543	0	0	0	0	0	0	0	0	0	0
DEFB130A	0	0	0	0	0	0	0	0	0	0
AC002480.2	0	0.04	0.25	0.08	0.11	1.48	0.95	0.36	0.18	0.13
ZNF519P1	0	0	0	0	0	0	0.13	0	0	0
IPO7P1	0	0.07	0	0	0	0	0.08	0	0	0
AL512844.1	0.04	0.04	0	0.18	0.08	0.12	0	0.07	0.16	0.08
HSPA8P18	0	0	0	0	0	0	0.04	0	0.05	0
LINC00374	0	0	0	0	0	0	0	0	0	0
SNHG15	45.08	43.97	45.19	21.59	25.56	51.25	51.03	46.99	31.79	39.81
AC027119.1	0	0	0	0	0	0	0	0	0	0
AL356475.1	0	0	0	0	0	0	0	0	0	0
HMGN2P20	0	0	0.34	0	0	0	0	0	0	0
LINC01737	0	0	0	0	0	0	0	0	0	0
RPS12P18	0	0	0	0	0	0	0	0	0	0
EIF4EP4	0	0	0	0	0	0	0	0	0	0
AP001062.2	0	1.26	1.26	0	0	0	0	0	0	0
POLHP1	0	0.08	0	0	0	0	0	0	0	0
AL591719.2	0	0	0	0	0	0	0	0	0	0
CYP1B1-AS1	3.68	2.74	2.94	0.77	0.48	2.38	1.74	1.26	0.65	2.11
MTCO1P57	0	0	0	0	0	0	0	0	0	0
TRIM60P10Y	0	0	0	0	0	0	0	0	0	0
LINC00327	0.34	0.06	0.21	0	0.04	0.33	0.19	0	0.34	0.43
AL161909.2	0	0	0	0	0	0.11	0.12	0	0.13	0.13
AC092580.3	0	0	0	0	0	0	0	0	0	0
MTCO1P51	0	0	0	0	0	0	0	0	0	0
MTCO1P45	0	0	0	0	0	0	0	0	0	0
AL160270.2	0	0	0	0	0	0	0	0	0	0
AL355537.1	0	0	0	0	0	0	0	0	0	0
AL139081.1	0	0.11	0.11	0	0	0.12	0	0	0	0
LINC01219	0	0	0	0	0	0.18	0.19	0	0.05	0.21
AL356010.1	0	0	0	0	0	0	0	0	0	0
MTATP6P7	0	0	0	0	0	0	0	0	0	0
GACAT1	0	0	0	0	0	0	0	0	0	0
AHCYP4	0	0	0	0	0	0	0	0	0	0
AL445183.1	0	0	0.12	0	0	0	0	0	0	0.02
RPL7P14	0	0.1	0.15	0.83	0.19	0.34	0.06	0.05	0.06	0.15
AL592435.1	2.25	2.03	2.48	1.54	1.12	4.02	4.46	1.47	4.78	6.48
VPS13A-AS1	0.2	0.29	0.41	0	0.07	0.64	0.26	0	0.09	0.28
AL133351.2	0	0	0	0	0	0	0	0	0	0
AC005324.1	0.1	0.33	0.1	0.37	0.28	0	0.06	0	0	0
CICP26	0	0	0	0	0	0	0	0.03	0	0
AC018742.1	0	0	0	0	0	0	0	0.06	0	0
MIR3936HG	4.99	5.82	2.69	1.98	2.15	9.08	9.84	3.83	8.82	8.16
UBTFL11	0	0	0	0	0	0	0	0	0	0
LINC01725	0.27	0.32	0.38	0.16	0.02	0.43	0.81	0.25	0.83	0.14
NALCN-AS1	0	0	0	0	0	0	0	0	0	0
RPEP4	0.07	0.38	0.06	0	0	0.5	0.37	0	0.08	0
SLC9A3P1	0	0	0	0	0	0	0	0	0	0
HDAC1P2	0	0	0.03	0	0	0	0	0	0	0.4
FAM157B	0.45	0.56	1.55	0.37	0.79	1.46	1.18	0	0.93	0.26
TBC1D3P7	0	0	0	0	0	0	0	0	0	0
SLC25A6P1	0	0	0	0	0	0	0	0	0	0
SNHG7	9.29	8.32	11.94	6.71	4.07	17.66	14.7	14.07	11.33	11.61
AL121832.1	0	0.5	1.39	0.17	0.2	0.52	0.36	0.15	0.59	0.19
AL732292.1	0	0	0	0	0	0.25	0	0	0	0
AL354872.1	0	0	0	0	0.05	0	0	0	0	0
AL669841.1	0	0	0	0	0	0	0	0	0	0
NPIPA9	13.92	20.36	25.05	9.57	9.04	34.89	31.88	15.16	24.13	31.34
CRYZP1	0.12	0.15	0.04	0	0.09	0.56	0.23	0	0.19	0.05
MTCO1P5	0	0	0	0	0	0	0	0	0	0
AC006970.2	0	0	0	0	0	0	0	0	0	0
AC244453.2	0.15	0.16	0	0	0	0.02	0.1	0.01	0.05	0
AC243772.2	0.23	0.23	0.34	0.3	0.26	0.17	0.16	0	0.37	0.14
AC125238.1	0	0	0	0	0	0	0	0	0	0
CASK-AS1	0	0	0	0	0	0	0	0	0	0
KRTAP8-2P	0	0	0	0	0	0	0	0	0	0
AC009237.5	0	0	0	0	0	0	0	0	0	0
AC011899.2	0	0	0	0	0	0	0	0	0	0
MTND5P30	0	0	0	0	0	0	0	0	0	0
FAM204BP	0	0.11	0.05	0	0	0	0.06	0.06	0	0
PHGR1	0	0	0.09	0	0.11	0	0	0.3	0	0.24
AL049820.1	0	0	0	0	0	0	0	0	0	0
AC097523.1	0.14	0	0.07	6.82	4.23	0	0.15	0.07	5.59	3.91
LINC01677	0	0	0	0	0	0	0	0	0	0
LINC01722	0	0	0	0	0	0	0	0	0	0
DEFB130B	0	0	0	0	0	0	0	0	0	0
AL513304.1	0	0	0	0	0	0	0	0	0	0
AL353621.1	0	0.2	0	0	0	0	0	0	0	0
ERVH48-1	0.02	0	0.02	0	0	0.03	0.09	0.08	0	0
EEF1A1P14	0	0	0	0	0.03	0	0.03	0.03	0.03	0
LINC00884	1.3	1.4	1.41	0.38	0.74	2.87	1.79	1.4	0.85	1.1
AC016700.3	0	0	0	0	0	0	0	0	0	0.24
TTLL7-IT1	0	0.01	0.01	0	0	0	0	0	0	0
SAR1AP4	0	0	0	0	0	0	0	0	0	0
AL136307.1	0.21	0.1	0.1	0	0	0	0.12	0	0	0
PTCHD1-AS	0	0	0	0	0	0	0	0	0	0.03
AL391422.2	0	0	0	0	0	0	0	0	0	0
AL663074.1	0	0	0	0	0	0	0	0	0	0
ZFY-AS1	0	0	0	0.38	0.67	0	0	0	1.54	1.31
RPSAP59	0	0	0	0	0	0	0	0	0	0
RPS15AP6	0.45	0.43	0.21	0.38	0	0.12	0.89	0.23	0	0.57
GRM3-AS1	0.01	0.05	0	0	0	0.12	0.06	0	0	0
LINC01271	0.32	0.34	0.43	0.09	0.05	1.68	1.29	0	0.43	0.5
AL355994.3	0	0.13	0	0	0	0	0	0	0	0
LINC01755	0	0	0	0	0	0	0	0	0	0
LINC01399	0	0.06	0	0	0	0	0	0	0	0
AL353764.1	0	0.17	0.17	0	0	0.09	0	0.18	0	0
AC073094.1	0	0	0	0	0	0	0	0	0	0
FTH1P6	0	0	0	0	0	0	0	0	0	0
RPL23AP25	1.24	0	1.49	0.67	1.73	2.85	0	1.2	1.41	2
BX322234.2	0	0	0	0	0	0	0	0	0	0
LNCARSR	0	0.01	0.01	0	0	0	0	0	0	0
RAB6D	0.1	0.13	0.04	0.26	0.08	0.07	0.16	0.12	0.15	0.13
AC015922.1	0	0	0.3	0	0	0	0.36	0	0	0
LINC00892	0	0	0	0	0	0	0	0	0	0
AC099541.1	0	0	0	0	0	0	0	0	0	0
CCDC144NL-AS1	2.02	1.88	3.31	2.18	1.33	6.33	4.17	0.64	1.19	1.02
AC095030.1	0	0	0	0	0	0	0	0	0	0
HOXB-AS3	0.51	0.81	2.64	0.17	0.17	1.48	1.39	9.45	1.16	1.33
AL133329.1	0	0	0	0	0	0	0	0	0	0
AC103563.5	0	0	0	0	0	0	0	0	0	0
RPL12P3	0	0	0.1	0	0	0	0	0	0	0
SUCLA2P2	0	0	0	0	0	0	0	0	0	0
GLCCI1-DT	0.14	0.14	0	0	0.08	0.15	0	0	0.09	0.18
AC013701.1	0	0	0	0	0	0	0	0	0	0
AC093797.1	0	0	0.21	0	0.09	0.13	0.16	0.13	0.15	0.31
RAB1C	0.14	0	0.07	0.16	0.38	0.15	0	0	0.08	0.18
AL358075.3	0	0	0	0	0	0	0	0	0	0.58
FAM90A11P	0.03	0.03	0	0	0	0	0.04	0	0	0.01
LINC00702	1.16	0.8	0.6	0.9	0.76	0.37	0.05	0.28	0.16	0
UBE2V1P8	0	0	0	0	0	0	0	0	0	0
USP9YP15	0	0	0	0	0	0	0	0	0	0
VN1R20P	0	0.07	0.07	0	0	0.59	0.04	0	0	0
CTAGE7P	0.04	0.01	0.06	0.05	0.05	0.12	0.18	0.02	0.27	0.41
LINC01007	0	0	0	0	0	0	0	0	0	0
LINC00456	0	0	0.02	0.12	0.07	0	0.01	0.02	0.07	0.66
